Checker	Path	Line	Column	Message	Tool	End_Line	End_Column
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	1815	17	32 is a magic number; consider replacing it with a named constant	clang_tidy	1815	17
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	1816	18	64 is a magic number; consider replacing it with a named constant	clang_tidy	1816	18
hicpp-signed-bitwise	common.c	1836	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1836	19
cert-err33-c	common.c	1837	5	the value returned by this function should be used	clang_tidy	1837	5
cert-err33-c	common.c	1838	5	the value returned by this function should be used	clang_tidy	1838	5
hicpp-signed-bitwise	common.c	1839	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1839	26
cert-err33-c	common.c	1840	5	the value returned by this function should be used	clang_tidy	1840	5
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1841	17	statement should be inside braces	clang_tidy	1841	17
cert-err33-c	common.c	1842	7	the value returned by this function should be used	clang_tidy	1842	7
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1843	9	statement should be inside braces	clang_tidy	1843	9
cert-err33-c	common.c	1844	7	the value returned by this function should be used	clang_tidy	1844	7
hicpp-signed-bitwise	common.c	1845	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1845	26
cert-err33-c	common.c	1846	5	the value returned by this function should be used	clang_tidy	1846	5
cert-err33-c	common.c	1847	5	the value returned by this function should be used	clang_tidy	1847	5
hicpp-signed-bitwise	common.c	1848	15	use of a signed integer operand with a binary bitwise operator	clang_tidy	1848	27
cert-err33-c	common.c	1849	5	the value returned by this function should be used	clang_tidy	1849	5
cert-err33-c	common.c	1850	5	the value returned by this function should be used	clang_tidy	1850	5
hicpp-signed-bitwise	common.c	1851	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1851	26
cert-err33-c	common.c	1852	5	the value returned by this function should be used	clang_tidy	1852	5
cert-err33-c	common.c	1853	5	the value returned by this function should be used	clang_tidy	1853	5
hicpp-signed-bitwise	common.c	1854	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1854	26
cert-err33-c	common.c	1855	5	the value returned by this function should be used	clang_tidy	1855	5
cert-err33-c	common.c	1856	5	the value returned by this function should be used	clang_tidy	1856	5
hicpp-signed-bitwise	common.c	1858	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1858	26
cert-err33-c	common.c	1859	5	the value returned by this function should be used	clang_tidy	1859	5
cert-err33-c	common.c	1860	5	the value returned by this function should be used	clang_tidy	1860	5
hicpp-signed-bitwise	common.c	1861	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1861	26
cert-err33-c	common.c	1862	5	the value returned by this function should be used	clang_tidy	1862	5
cert-err33-c	common.c	1863	5	the value returned by this function should be used	clang_tidy	1863	5
cert-err33-c	common.c	1871	7	the value returned by this function should be used	clang_tidy	1871	7
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1874	23	statement should be inside braces	clang_tidy	1874	23
cert-err33-c	common.c	1875	13	the value returned by this function should be used	clang_tidy	1875	13
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1876	15	statement should be inside braces	clang_tidy	1876	15
cert-err33-c	common.c	1877	13	the value returned by this function should be used	clang_tidy	1877	13
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1880	25	statement should be inside braces	clang_tidy	1880	25
cert-err33-c	common.c	1881	15	the value returned by this function should be used	clang_tidy	1881	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1882	17	statement should be inside braces	clang_tidy	1882	17
cert-err33-c	common.c	1883	15	the value returned by this function should be used	clang_tidy	1883	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1885	25	statement should be inside braces	clang_tidy	1885	25
cert-err33-c	common.c	1886	15	the value returned by this function should be used	clang_tidy	1886	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1887	17	statement should be inside braces	clang_tidy	1887	17
cert-err33-c	common.c	1888	15	the value returned by this function should be used	clang_tidy	1888	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1893	23	statement should be inside braces	clang_tidy	1893	23
cert-err33-c	common.c	1900	13	the value returned by this function should be used	clang_tidy	1900	13
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1901	15	statement should be inside braces	clang_tidy	1901	15
cert-err33-c	common.c	1907	13	the value returned by this function should be used	clang_tidy	1907	13
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1910	25	statement should be inside braces	clang_tidy	1910	25
cert-err33-c	common.c	1911	15	the value returned by this function should be used	clang_tidy	1911	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1912	17	statement should be inside braces	clang_tidy	1912	17
cert-err33-c	common.c	1913	15	the value returned by this function should be used	clang_tidy	1913	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1915	25	statement should be inside braces	clang_tidy	1915	25
cert-err33-c	common.c	1916	15	the value returned by this function should be used	clang_tidy	1916	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1917	17	statement should be inside braces	clang_tidy	1917	17
cert-err33-c	common.c	1918	15	the value returned by this function should be used	clang_tidy	1918	15
cert-err33-c	common.c	1923	7	the value returned by this function should be used	clang_tidy	1923	7
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1924	19	statement should be inside braces	clang_tidy	1924	19
cert-err33-c	common.c	1925	9	the value returned by this function should be used	clang_tidy	1925	9
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1926	11	statement should be inside braces	clang_tidy	1926	11
cert-err33-c	common.c	1927	9	the value returned by this function should be used	clang_tidy	1927	9
bugprone-easily-swappable-parameters	common.c	1932	46	2 adjacent parameters of 'print_messages_info' of similar type ('const char *') are easily swapped by mistake	clang_tidy	1932	85
hicpp-signed-bitwise	common.c	1934	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1934	19
cert-err33-c	common.c	1936	7	the value returned by this function should be used	clang_tidy	1936	7
cert-err33-c	common.c	1937	7	the value returned by this function should be used	clang_tidy	1937	7
hicpp-signed-bitwise	common.c	1939	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1939	26
cert-err33-c	common.c	1941	7	the value returned by this function should be used	clang_tidy	1941	7
cert-err33-c	common.c	1942	7	the value returned by this function should be used	clang_tidy	1942	7
hicpp-signed-bitwise	common.c	1945	14	use of a signed integer operand with a binary bitwise operator	clang_tidy	1945	26
cert-err33-c	common.c	1947	7	the value returned by this function should be used	clang_tidy	1947	7
cert-err33-c	common.c	1948	7	the value returned by this function should be used	clang_tidy	1948	7
readability-function-cognitive-complexity	common.c	1954	6	function 'printInfo' has cognitive complexity of 52 (threshold 25)	clang_tidy	1954	6
bugprone-easily-swappable-parameters	common.c	1954	53	4 adjacent parameters of 'printInfo' of convertible types are easily swapped by mistake	clang_tidy	1954	127
hicpp-signed-bitwise	common.c	1958	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1958	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1959	66	statement should be inside braces	clang_tidy	1959	66
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1961	110	statement should be inside braces	clang_tidy	1961	110
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1963	66	statement should be inside braces	clang_tidy	1963	66
hicpp-signed-bitwise	common.c	1965	34	use of a signed integer operand with a binary bitwise operator	clang_tidy	1965	47
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1965	64	statement should be inside braces	clang_tidy	1965	64
hicpp-signed-bitwise	common.c	1969	8	use of a signed integer operand with a binary bitwise operator	clang_tidy	1969	24
hicpp-signed-bitwise	common.c	1970	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	1970	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1970	38	statement should be inside braces	clang_tidy	1970	38
cert-err33-c	common.c	1971	7	the value returned by this function should be used	clang_tidy	1971	7
hicpp-signed-bitwise	common.c	1972	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	1972	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1972	39	statement should be inside braces	clang_tidy	1972	39
cert-err33-c	common.c	1973	7	the value returned by this function should be used	clang_tidy	1973	7
hicpp-signed-bitwise	common.c	1974	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	1974	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1974	38	statement should be inside braces	clang_tidy	1974	38
cert-err33-c	common.c	1975	7	the value returned by this function should be used	clang_tidy	1975	7
hicpp-signed-bitwise	common.c	1976	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	1976	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1976	38	statement should be inside braces	clang_tidy	1976	38
cert-err33-c	common.c	1977	7	the value returned by this function should be used	clang_tidy	1977	7
hicpp-signed-bitwise	common.c	1978	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	1978	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1978	39	statement should be inside braces	clang_tidy	1978	39
cert-err33-c	common.c	1979	7	the value returned by this function should be used	clang_tidy	1979	7
hicpp-signed-bitwise	common.c	1981	11	use of a signed integer operand with a binary bitwise operator	clang_tidy	1981	27
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1981	44	statement should be inside braces	clang_tidy	1981	44
cert-err33-c	common.c	1982	9	the value returned by this function should be used	clang_tidy	1982	9
cert-err33-c	common.c	1983	7	the value returned by this function should be used	clang_tidy	1983	7
hicpp-signed-bitwise	common.c	1985	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	1985	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1985	41	statement should be inside braces	clang_tidy	1985	41
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1987	9	statement should be inside braces	clang_tidy	1987	9
cert-err33-c	common.c	1988	7	the value returned by this function should be used	clang_tidy	1988	7
hicpp-signed-bitwise	common.c	1992	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1992	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1992	36	statement should be inside braces	clang_tidy	1992	36
cert-err33-c	common.c	1993	5	the value returned by this function should be used	clang_tidy	1993	5
hicpp-signed-bitwise	common.c	1994	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1994	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1994	37	statement should be inside braces	clang_tidy	1994	37
cert-err33-c	common.c	1995	5	the value returned by this function should be used	clang_tidy	1995	5
hicpp-signed-bitwise	common.c	1996	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1996	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1996	36	statement should be inside braces	clang_tidy	1996	36
cert-err33-c	common.c	1997	5	the value returned by this function should be used	clang_tidy	1997	5
hicpp-signed-bitwise	common.c	1998	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	1998	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	1998	36	statement should be inside braces	clang_tidy	1998	36
hicpp-signed-bitwise	common.c	2000	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2000	23
hicpp-signed-bitwise	common.c	2001	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2001	22
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2001	38	statement should be inside braces	clang_tidy	2001	38
cert-err33-c	common.c	2002	7	the value returned by this function should be used	clang_tidy	2002	7
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2003	9	statement should be inside braces	clang_tidy	2003	9
cert-err33-c	common.c	2004	7	the value returned by this function should be used	clang_tidy	2004	7
cppcoreguidelines-init-variables	common.c	2007	17	variable 'ptr' is not initialized	clang_tidy	2007	17
hicpp-signed-bitwise	common.c	2008	10	use of a signed integer operand with a binary bitwise operator	clang_tidy	2008	26
bugprone-assignment-in-if-condition	common.c	2008	49	an assignment within an 'if' condition is bug-prone	clang_tidy	2008	49
bugprone-assignment-in-if-condition	common.c	2008	90	an assignment within an 'if' condition is bug-prone	clang_tidy	2008	90
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2008	129	statement should be inside braces	clang_tidy	2008	129
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2010	9	statement should be inside braces	clang_tidy	2010	9
hicpp-signed-bitwise	common.c	2012	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2012	25
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2012	42	statement should be inside braces	clang_tidy	2012	42
cert-err33-c	common.c	2013	7	the value returned by this function should be used	clang_tidy	2013	7
cert-err33-c	common.c	2014	5	the value returned by this function should be used	clang_tidy	2014	5
hicpp-signed-bitwise	common.c	2016	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2016	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2016	39	statement should be inside braces	clang_tidy	2016	39
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2018	7	statement should be inside braces	clang_tidy	2018	7
cert-err33-c	common.c	2019	5	the value returned by this function should be used	clang_tidy	2019	5
cppcoreguidelines-init-variables	common.c	2025	10	variable 'TempChar' is not initialized	clang_tidy	2025	10
altera-unroll-loops	common.c	2033	3	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	2033	3
altera-id-dependent-backward-branch	common.c	2033	10	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	2033	10
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2034	22	32 is a magic number; consider replacing it with a named constant	clang_tidy	2034	22
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2035	22	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	2035	22
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2036	22	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	2036	22
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2037	22	0x09 is a magic number; consider replacing it with a named constant	clang_tidy	2037	22
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2038	22	0x0c is a magic number; consider replacing it with a named constant	clang_tidy	2038	22
hicpp-signed-bitwise	common.c	2039	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2039	20
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2041	21	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	2041	21
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2043	23	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	2043	23
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2043	28	statement should be inside braces	clang_tidy	2043	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2047	28	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	2047	28
concurrency-mt-unsafe	common.c	2060	28	function is not thread safe	clang_tidy	2060	28
cert-err33-c	common.c	2061	7	the value returned by this function should be used	clang_tidy	2061	7
cert-err33-c	common.c	2062	7	the value returned by this function should be used	clang_tidy	2062	7
cert-err33-c	common.c	2063	7	the value returned by this function should be used	clang_tidy	2063	7
cppcoreguidelines-init-variables	common.c	2075	7	variable 'TempChar' is not initialized	clang_tidy	2075	7
altera-unroll-loops	common.c	2083	3	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	2083	3
altera-id-dependent-backward-branch	common.c	2083	10	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	2083	10
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2084	22	32 is a magic number; consider replacing it with a named constant	clang_tidy	2084	22
hicpp-signed-bitwise	common.c	2089	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2089	20
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2093	30	statement should be inside braces	clang_tidy	2093	30
concurrency-mt-unsafe	common.c	2110	28	function is not thread safe	clang_tidy	2110	28
cert-err33-c	common.c	2111	7	the value returned by this function should be used	clang_tidy	2111	7
cert-err33-c	common.c	2112	7	the value returned by this function should be used	clang_tidy	2112	7
cert-err33-c	common.c	2113	7	the value returned by this function should be used	clang_tidy	2113	7
hicpp-signed-bitwise	common.c	2130	5	use of a signed integer operand with a binary bitwise operator	clang_tidy	2130	18
hicpp-signed-bitwise	common.c	2137	5	use of a signed integer operand with a binary bitwise operator	clang_tidy	2137	18
concurrency-mt-unsafe	common.c	2147	28	function is not thread safe	clang_tidy	2147	28
cert-err33-c	common.c	2149	7	the value returned by this function should be used	clang_tidy	2149	7
cert-err33-c	common.c	2150	7	the value returned by this function should be used	clang_tidy	2150	7
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2173	61	statement should be inside braces	clang_tidy	2173	61
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2200	66	statement should be inside braces	clang_tidy	2200	66
cppcoreguidelines-init-variables	common.c	2219	9	variable 'ptr' is not initialized	clang_tidy	2219	9
hicpp-signed-bitwise	common.c	2225	5	use of a signed integer operand with a binary bitwise operator	clang_tidy	2225	20
altera-unroll-loops	common.c	2229	3	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	2229	3
altera-id-dependent-backward-branch	common.c	2229	10	backward branch (while loop) is ID-dependent due to variable reference to 'ptr' and may cause performance degradation	clang_tidy	2229	10
hicpp-signed-bitwise	common.c	2232	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2232	24
hicpp-signed-bitwise	common.c	2235	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2235	24
hicpp-signed-bitwise	common.c	2239	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2239	24
hicpp-signed-bitwise	common.c	2243	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2243	24
hicpp-signed-bitwise	common.c	2247	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2247	24
hicpp-signed-bitwise	common.c	2251	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2251	24
hicpp-signed-bitwise	common.c	2255	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2255	24
hicpp-signed-bitwise	common.c	2259	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2259	24
hicpp-signed-bitwise	common.c	2262	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2262	24
cert-err33-c	common.c	2267	9	the value returned by this function should be used	clang_tidy	2267	9
cert-err33-c	common.c	2268	9	the value returned by this function should be used	clang_tidy	2268	9
concurrency-mt-unsafe	common.c	2269	9	function is not thread safe	clang_tidy	2269	9
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2274	20	statement should be inside braces	clang_tidy	2274	20
hicpp-signed-bitwise	common.c	2275	5	use of a signed integer operand with a binary bitwise operator	clang_tidy	2275	20
readability-function-cognitive-complexity	common.c	2278	5	function 'parse_options' has cognitive complexity of 148 (threshold 25)	clang_tidy	2278	5
altera-unroll-loops	common.c	2328	3	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	2328	3
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2334	42	statement should be inside braces	clang_tidy	2334	42
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2341	93	statement should be inside braces	clang_tidy	2341	93
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2343	93	statement should be inside braces	clang_tidy	2343	93
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2345	90	statement should be inside braces	clang_tidy	2345	90
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2348	58	statement should be inside braces	clang_tidy	2348	58
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2350	61	statement should be inside braces	clang_tidy	2350	61
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2359	89	statement should be inside braces	clang_tidy	2359	89
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2361	90	statement should be inside braces	clang_tidy	2361	90
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2363	92	statement should be inside braces	clang_tidy	2363	92
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2365	92	statement should be inside braces	clang_tidy	2365	92
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2367	92	statement should be inside braces	clang_tidy	2367	92
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2373	97	statement should be inside braces	clang_tidy	2373	97
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2375	99	statement should be inside braces	clang_tidy	2375	99
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2377	100	statement should be inside braces	clang_tidy	2377	100
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2392	47	statement should be inside braces	clang_tidy	2392	47
cert-err33-c	common.c	2397	12	the value returned by this function should be used	clang_tidy	2397	12
cert-err33-c	common.c	2398	12	the value returned by this function should be used	clang_tidy	2398	12
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2400	33	statement should be inside braces	clang_tidy	2400	33
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2403	49	statement should be inside braces	clang_tidy	2403	49
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2405	49	statement should be inside braces	clang_tidy	2405	49
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2407	49	statement should be inside braces	clang_tidy	2407	49
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2409	49	statement should be inside braces	clang_tidy	2409	49
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2411	49	statement should be inside braces	clang_tidy	2411	49
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2413	50	statement should be inside braces	clang_tidy	2413	50
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2416	95	statement should be inside braces	clang_tidy	2416	95
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2418	100	statement should be inside braces	clang_tidy	2418	100
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2420	100	statement should be inside braces	clang_tidy	2420	100
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2423	51	statement should be inside braces	clang_tidy	2423	51
hicpp-signed-bitwise	common.c	2424	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2424	24
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2425	56	7 is a magic number; consider replacing it with a named constant	clang_tidy	2425	56
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2426	39	7 is a magic number; consider replacing it with a named constant	clang_tidy	2426	39
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2435	55	statement should be inside braces	clang_tidy	2435	55
cert-err33-c	common.c	2440	16	the value returned by this function should be used	clang_tidy	2440	16
cert-err33-c	common.c	2441	16	the value returned by this function should be used	clang_tidy	2441	16
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2443	37	statement should be inside braces	clang_tidy	2443	37
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2447	39	statement should be inside braces	clang_tidy	2447	39
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2449	17	statement should be inside braces	clang_tidy	2449	17
cert-err33-c	common.c	2452	13	the value returned by this function should be used	clang_tidy	2452	13
cert-err33-c	common.c	2453	13	the value returned by this function should be used	clang_tidy	2453	13
cert-err33-c	common.c	2460	11	the value returned by this function should be used	clang_tidy	2460	11
cert-err33-c	common.c	2461	11	the value returned by this function should be used	clang_tidy	2461	11
cert-err33-c	common.c	2502	11	the value returned by this function should be used	clang_tidy	2502	11
cert-err33-c	common.c	2503	11	the value returned by this function should be used	clang_tidy	2503	11
cert-err33-c	common.c	2515	11	the value returned by this function should be used	clang_tidy	2515	11
cert-err33-c	common.c	2516	11	the value returned by this function should be used	clang_tidy	2516	11
cppcoreguidelines-init-variables	common.c	2532	11	variable 'conversion_error' is not initialized	clang_tidy	2532	11
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2535	31	statement should be inside braces	clang_tidy	2535	31
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2543	30	statement should be inside braces	clang_tidy	2543	30
clang-analyzer-deadcode.DeadStores	common.c	2549	11	Value stored to 'conversion_error' is never read	clang_tidy	2549	71
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2557	30	statement should be inside braces	clang_tidy	2557	30
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2575	26	statement should be inside braces	clang_tidy	2575	26
cert-err33-c	common.c	2582	5	the value returned by this function should be used	clang_tidy	2582	5
cert-err33-c	common.c	2583	5	the value returned by this function should be used	clang_tidy	2583	5
concurrency-mt-unsafe	common.c	2593	28	function is not thread safe	clang_tidy	2593	28
cert-err33-c	common.c	2594	7	the value returned by this function should be used	clang_tidy	2594	7
cert-err33-c	common.c	2595	7	the value returned by this function should be used	clang_tidy	2595	7
concurrency-mt-unsafe	common.c	2603	28	function is not thread safe	clang_tidy	2603	28
cert-err33-c	common.c	2604	7	the value returned by this function should be used	clang_tidy	2604	7
cert-err33-c	common.c	2605	7	the value returned by this function should be used	clang_tidy	2605	7
hicpp-signed-bitwise	common.c	2612	11	use of a signed integer operand with a binary bitwise operator	clang_tidy	2612	24
concurrency-mt-unsafe	common.c	2615	30	function is not thread safe	clang_tidy	2615	30
cert-err33-c	common.c	2616	9	the value returned by this function should be used	clang_tidy	2616	9
cert-err33-c	common.c	2617	9	the value returned by this function should be used	clang_tidy	2617	9
readability-identifier-length	common.c	2622	24	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	2622	24
readability-isolate-declaration	common.c	2624	4	multiple declarations in a single statement reduces readability	clang_tidy	2624	23
cppcoreguidelines-init-variables	common.c	2624	8	variable 'c_trail' is not initialized	clang_tidy	2624	8
cppcoreguidelines-init-variables	common.c	2624	17	variable 'c_lead' is not initialized	clang_tidy	2624	17
cppcoreguidelines-init-variables	common.c	2625	11	variable 'wc' is not initialized	clang_tidy	2625	11
readability-identifier-length	common.c	2625	11	variable name 'wc' is too short, expected at least 3 characters	clang_tidy	2625	11
bugprone-assignment-in-if-condition	common.c	2627	41	an assignment within an 'if' condition is bug-prone	clang_tidy	2627	41
