Checker,Path,Line,Column,Message,tool,checker,rule
nullPointerRedundantCheck,builtin/unpack-objects.c,238,23,"Either the condition '!obj_buf' is redundant or there is possible null pointer dereference: obj_buf.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerRedundantCheck,builtin/unpack-objects.c,300,3,"Either the condition '!obj' is redundant or there is possible null pointer dereference: obj.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerRedundantCheck,builtin/unpack-objects.c,411,3,"Either the condition '!blob' is redundant or there is possible null pointer dereference: blob.",cppcheck,nullPointerRedundantCheck,EXP34-C
variableScope,builtin/unpack-objects.c,460,16,"The scope of the variable 'mid' can be reduced.",cppcheck,variableScope,DCL19-C
shadowArgument,builtin/unpack-objects.c,228,7,"Local variable 'type' shadows outer argument",cppcheck,shadowArgument,DCL01-C
unknownMacro,builtin/remote.c,1451,2,"There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.",cppcheck,unknownMacro,NONE
uselessAssignmentArg,builtin/pull.c,506,3,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
unreadVariable,builtin/pull.c,506,7,"Variable 'argc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
uselessAssignmentArg,builtin/rev-parse.c,525,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
nullPointerRedundantCheck,builtin/rev-parse.c,721,10,"Either the condition '!gitdir' is redundant or there is possible null pointer dereference: gitdir.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerRedundantCheck,builtin/rev-parse.c,772,17,"Either the condition '!arg' is redundant or there is possible null pointer dereference: arg.",cppcheck,nullPointerRedundantCheck,EXP34-C
shadowVariable,builtin/rev-parse.c,709,9,"Local variable 'i' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/rev-parse.c,1013,30,"Local variable 'oid' shadows outer variable",cppcheck,shadowVariable,DCL01-C
ConfigurationNotChecked,compat/nonblock.c,11,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;O_NONBLOCK' since the value of 'O_NONBLOCK' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
shadowVariable,builtin/ls-remote.c,90,7,"Local variable 'i' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/ls-remote.c,149,32,"Local variable 'ref' shadows outer variable",cppcheck,shadowVariable,DCL01-C
uselessAssignmentArg,builtin/credential-cache--daemon.c,282,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
uselessAssignmentArg,builtin/credential-cache--daemon.c,315,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
unknownMacro,builtin/describe.c,610,4,"There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.",cppcheck,unknownMacro,NONE
nullPointerRedundantCheck,trace2/tr2_tgt_normal.c,173,37,"Either the condition 'parent_names' is redundant or there is possible null pointer dereference: parent_names++.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerArithmeticRedundantCheck,trace2/tr2_tgt_normal.c,173,37,"Either the condition 'parent_names' is redundant or there is pointer arithmetic with NULL pointer.",cppcheck,nullPointerArithmeticRedundantCheck,EXP34-C
variableScope,compat/simple-ipc/ipc-unix-socket.c,588,6,"The scope of the variable 'fd' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,compat/simple-ipc/ipc-unix-socket.c,588,10,"The scope of the variable 'io' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,compat/simple-ipc/ipc-unix-socket.c,643,6,"The scope of the variable 'result' can be reduced.",cppcheck,variableScope,DCL19-C
shadowVariable,builtin/mv.c,256,30,"Local variable 'ce' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/mv.c,334,31,"Local variable 'ce' shadows outer variable",cppcheck,shadowVariable,DCL01-C
unknownMacro,builtin/fsmonitor--daemon.c,644,1,"There is an unknown macro here somewhere. Configuration is required. If KHASH_INIT is a macro then please configure it.",cppcheck,unknownMacro,NONE
unknownMacro,builtin/log.c,189,3,"There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.",cppcheck,unknownMacro,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
variableScope,builtin/pack-objects.c,413,17,"The scope of the variable 'in' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-objects.c,443,9,"The scope of the variable 'dheader' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-objects.c,560,9,"The scope of the variable 'dheader' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-objects.c,1512,7,"The scope of the variable 'i' can be reduced.",cppcheck,variableScope,DCL19-C
shadowVariable,builtin/pack-objects.c,600,12,"Local variable 'pos' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowArgument,builtin/pack-objects.c,1744,29,"Local variable 'tree' shadows outer argument",cppcheck,shadowArgument,DCL01-C
shadowVariable,builtin/pack-objects.c,1954,20,"Local variable 'type' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/pack-objects.c,3373,22,"Local variable 'p' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/pack-objects.c,3386,22,"Local variable 'p' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/pack-objects.c,3400,22,"Local variable 'p' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/pack-objects.c,3685,12,"Local variable 'depth' shadows outer variable",cppcheck,shadowVariable,DCL01-C
constParameter,builtin/pack-objects.c,91,26,"Parameter 'delta' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
constParameter,builtin/pack-objects.c,119,32,"Parameter 'delta' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
constParameter,builtin/pack-objects.c,129,27,"Parameter 'delta' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
constParameter,builtin/pack-objects.c,779,31,"Parameter 'e' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
constParameter,builtin/pack-objects.c,2422,31,"Parameter 'e' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
uselessAssignmentArg,builtin/mktag.c,83,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
uselessAssignmentArg,builtin/write-tree.c,38,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
invalidPrintfArgType_sint,builtin/rev-list.c,461,2,"%d in format string (no. 1) requires 'int' but the argument type is 'unsigned int'.",cppcheck,invalidPrintfArgType_sint,FIO47-C
doubleFree,builtin/notes.c,269,2,"Memory pointed to by 'buf' is freed twice.",cppcheck,doubleFree,MEM30-C
variableScope,builtin/notes.c,363,26,"The scope of the variable 'note' can be reduced.",cppcheck,variableScope,DCL19-C
shadowFunction,builtin/notes.c,137,23,"Local variable 'show' shadows outer function",cppcheck,shadowFunction,DCL01-C
uninitvar,builtin/notes.c,726,6,"Uninitialized variable: partial",cppcheck,uninitvar,EXP33-C
pointerOutOfBounds,builtin/fast-export.c,784,23,"Undefined behaviour, pointer arithmetic 'tagger+strlen(tagger)' is out of bounds.",cppcheck,pointerOutOfBounds,ARR30-C
nullPointerArithmeticRedundantCheck,builtin/fast-export.c,626,8,"Either the condition '!author' is redundant or there is pointer arithmetic with NULL pointer.",cppcheck,nullPointerArithmeticRedundantCheck,EXP34-C
nullPointerArithmeticRedundantCheck,builtin/fast-export.c,632,11,"Either the condition '!committer' is redundant or there is pointer arithmetic with NULL pointer.",cppcheck,nullPointerArithmeticRedundantCheck,EXP34-C
variableScope,builtin/show-index.c,19,6,"The scope of the variable 'hash_algo' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,ewah/ewah_bitmap.c,126,9,"The scope of the variable 'literals' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,ewah/ewah_bitmap.c,126,19,"The scope of the variable 'can_add' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,ewah/ewah_bitmap.c,383,9,"The scope of the variable 'literals' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/var.c,52,14,"The scope of the variable 'val' can be reduced.",cppcheck,variableScope,DCL19-C
knownConditionTrueFalse,builtin/cat-file.c,1025,13,"Condition 'argc' is always true",cppcheck,knownConditionTrueFalse,MSC07-C
knownConditionTrueFalse,builtin/reflog.c,307,6,"Condition 'do_all' is always false",cppcheck,knownConditionTrueFalse,MSC07-C
variableScope,sha1dc/sha1.c,1717,11,"The scope of the variable 'i' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,sha1dc/sha1.c,1717,14,"The scope of the variable 'j' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,sha1dc/sha1.c,1718,11,"The scope of the variable 'ubc_dv_mask' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,sha1dc/sha1.c,1719,11,"The scope of the variable 'ihvtmp' can be reduced.",cppcheck,variableScope,DCL19-C
preprocessorErrorDirective,sha1dc/sha1.c,1910,0,"No header in #include",cppcheck,preprocessorErrorDirective,NONE
preprocessorErrorDirective,sha1dc/sha1.h,107,0,"No header in #include",cppcheck,preprocessorErrorDirective,NONE
preprocessorErrorDirective,sha1dc/ubc_check.h,49,0,"No header in #include",cppcheck,preprocessorErrorDirective,NONE
variableScope,builtin/name-rev.c,189,9,"The scope of the variable 'parents_to_queue_nr' can be reduced.",cppcheck,variableScope,DCL19-C
uselessAssignmentArg,builtin/patch-id.c,234,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
variableScope,builtin/patch-id.c,176,6,"The scope of the variable 'patchlen' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/send-pack.c,38,7,"The scope of the variable 'count' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-redundant.c,72,43,"The scope of the variable 'prev' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-redundant.c,449,21,"The scope of the variable 'hint' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-redundant.c,566,20,"The scope of the variable 'oid' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/pack-redundant.c,567,7,"The scope of the variable 'buf' can be reduced.",cppcheck,variableScope,DCL19-C
knownConditionTrueFalse,builtin/receive-pack.c,507,47,"Condition '!keepalive_active' is always true",cppcheck,knownConditionTrueFalse,MSC07-C
knownConditionTrueFalse,builtin/receive-pack.c,904,6,"Condition 'bufp' is always true",cppcheck,knownConditionTrueFalse,MSC07-C
redundantInitialization,builtin/receive-pack.c,692,10,"Redundant initialization for 'retval'. The initialized value is overwritten before it is read.",cppcheck,redundantInitialization,MSC12-C
variableScope,builtin/receive-pack.c,1164,8,"The scope of the variable 'linelen' can be reduced.",cppcheck,variableScope,DCL19-C
shadowFunction,builtin/receive-pack.c,974,26,"Local variable 'report' shadows outer function",cppcheck,shadowFunction,DCL01-C
shadowFunction,builtin/receive-pack.c,2413,26,"Local variable 'report' shadows outer function",cppcheck,shadowFunction,DCL01-C
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
preprocessorErrorDirective,sha1dc/ubc_check.c,371,0,"No header in #include",cppcheck,preprocessorErrorDirective,NONE
uselessAssignmentPtrArg,builtin/checkout.c,1389,3,"Assignment of function parameter has no effect outside the function. Did you forget dereferencing it?",cppcheck,uselessAssignmentPtrArg,MSC12-C
uselessAssignmentArg,builtin/checkout.c,1390,3,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
knownConditionTrueFalse,builtin/checkout.c,1682,28,"Condition 'opts->checkout_index<0' is always true",cppcheck,knownConditionTrueFalse,MSC07-C
nullPointerRedundantCheck,builtin/checkout.c,788,29,"Either the condition '!tree' is redundant or there is possible null pointer dereference: tree.",cppcheck,nullPointerRedundantCheck,EXP34-C
variableScope,builtin/checkout.c,504,8,"The scope of the variable 'rev_oid' can be reduced.",cppcheck,variableScope,DCL19-C
shadowVariable,builtin/checkout.c,503,15,"Local variable 'rev' shadows outer variable",cppcheck,shadowVariable,DCL01-C
constParameter,builtin/checkout.c,717,25,"Parameter 'old_commit' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
unreadVariable,builtin/checkout.c,1389,7,"Variable 'argv' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,builtin/checkout.c,1390,7,"Variable 'argc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITATTRIBUTES=/usr/local/etc/gitattributes;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
